"Box","laydate.change","standard.error","Oak_health_20m","Oak_health_50m","Oak_health_75m","Oak_health_100m","Oak_health_125m","Oak_health_150m","Oak_health_175m","Oak_health_200m","Oak_health_250m","No_trees_20m","No_trees_50m","No_trees_75m","No_trees_100m","No_trees_125m","No_trees_150m","No_trees_175m","No_trees_200m","No_trees_225m","No_trees_250m","territory_area","Mean_territory_area","edge.EDI.","altitude.m.","northness","habitat.type","soil.type","occupancy","duration"
"B21",-0.173516483516483,0.242595284768753,2.33333333333333,1.85714285714286,2.07692307692308,2.16,2.33333333333333,2.30434782608696,2.2037037037037,2.20967741935484,2.12790697674419,3,7,13,25,32,45,53,60,77,84,1361.97967672732,9178.34174848577,32.4173,78.8858,0.586008954,"3","3",11,40
"B211",-0.0831430302465411,0.166276856352901,NA,NA,1.66666666666667,2,2.46153846153846,2.31578947368421,2.27272727272727,2.3030303030303,2.09677419354839,0,0,3,7,11,17,20,31,40,59,1883.78697447758,7206.30086602559,170.243,113.45,0.976264643,"5","2",13,52
"B212",-0.362157829414601,0.11317218505905,NA,3.5,2.4,2.22222222222222,2.18181818181818,2.07142857142857,2.10526315789474,2.09090909090909,2.01818181818182,0,1,4,8,10,13,17,20,34,52,2166.3819779451,7620.7505768476,118.672,114.102,0.936201925,"5","2",19,54
"B213",0.0160427807486623,0.126932031563926,NA,NA,2,2.66666666666667,2.66666666666667,2.47058823529412,2.38095238095238,2.42857142857143,2.30952380952381,0,0,1,4,7,15,19,26,30,40,1623.79760867124,7872.14427051652,116.794,107.651,0.979140618,"5","2",12,58
"B214",-0.107078599701847,0.166421541786329,NA,NA,NA,3.25,2.6,2.57142857142857,2.45,2.44,2.33333333333333,0,0,0,2,8,12,18,23,30,37,1045.89897200326,7602.41941230904,89.7329,103.451,0.174467992,"5","3",11,54
"B215",-0.217306325515283,0.0838985898625796,NA,NA,3.5,2.33333333333333,2.77777777777778,2.5625,2.57142857142857,2.5,2.38095238095238,0,0,1,5,7,14,19,26,32,40,2372.6754798945,8914.05267167272,108.89,101.451,0.735779217,"5","3",18,56
"B216",-0.290452531220616,0.138983008487713,NA,3.5,2.66666666666667,2.42857142857143,2.5,2.6875,2.56521739130435,2.46666666666667,2.39285714285714,0,1,2,6,9,14,21,28,39,53,1924.94884162396,7543.5406704679,141.333,101.837,0.961216943,"5","2",14,45
"B217",-0.133755120249827,0.130951640059266,NA,2,2,2.66666666666667,2.53333333333333,2.5,2.71428571428571,2.48837209302326,2.25714285714286,0,5,5,8,14,19,27,41,51,67,3047.9073703289,11242.109021177,163.477,91.2885,0.944268411,"5","3",20,49
"B218",-0.196306459340566,0.113617154207006,NA,3,2.8,2.66666666666667,2.66666666666667,2.5,2.40740740740741,2.56410256410256,2.31944444444444,0,1,4,11,11,15,26,36,47,68,1762.36343609868,6435.37435003998,178.024,100.364,0.770181609,"5","2",8,56
"B219",-0.333777038269551,0.323443551548068,NA,1.5,1.75,1.85714285714286,2.13333333333333,2.17391304347826,1.92105263157895,2,2.05263157894737,0,2,4,7,15,22,37,53,74,84,1438.43184688408,8073.92071320922,189.366,123.15,0.96366496,"5","1",8,32
"B22",0.0264728168213682,0.156822874288377,1.33333333333333,2.1,2,2.18518518518519,2.175,2.30434782608696,2.27450980392157,2.21538461538462,2.17441860465116,3,10,13,27,40,45,50,63,72,84,1637.71424562437,6543.97466601296,74.1438,78.1468,0.59161785,"3","3",9,54
"B220",-0.0257503599512685,0.120395619190625,2.5,1.8,1.64285714285714,1.8,1.71052631578947,1.98039215686275,2.07692307692308,2.15957446808511,2.10077519379845,2,5,14,23,35,45,57,83,104,116,873.919853796338,6753.91274270971,147.181,131.221,0.985581615,"5","1",12,50
"B221",-0.273590880303987,0.110996112568125,NA,3.125,2.52,2.33333333333333,2.46153846153846,2.37096774193548,2.27631578947368,2.20224719101124,2.12931034482759,0,4,19,27,40,50,63,76,85,101,3362.82865349855,10102.0565173517,6.18794,139.796,0.792371634,"3","1",11,55
"B222",-0.340291417934397,0.0983385134173425,NA,2,1.8,1.66666666666667,2.25,2.03333333333333,2.2,2.203125,2.19266055045872,0,3,4,5,9,26,36,53,67,91,1498.70352207101,11080.1964024155,2.29872,129.22,0.433155761,"5","1",23,53
"B223",-0.012276940102366,0.129756184666645,2,2.66666666666667,2.5,1.92857142857143,1.95833333333333,2,1.92857142857143,1.98039215686275,2.25316455696203,1,3,5,13,22,29,38,46,55,68,2444.42639309581,8935.28088918129,113.116,121.651,0.616833956,"5","1",11,52
"B224",-0.065231362467868,0.0886612286818889,NA,3,2.28571428571429,2.28571428571429,2.46153846153846,2.5,2.34615384615385,2.15789473684211,2.203125,0,1,7,7,13,19,25,37,50,62,3061.94635033794,10616.0590695662,123.564,86.2699,0.437384176,"5","3",13,57
"B225",-0.294872163377933,0.0741948053376956,NA,3.5,3.33333333333333,2.22222222222222,2,1.95833333333333,1.96875,2.04545454545455,2.13432835820896,0,2,3,9,15,24,32,43,51,66,1832.00567680784,12243.9155435496,86.7387,78.7682,0.336193,"5","3",30,56
"B226",-0.255873403252957,0.117874649255521,NA,2,2.16666666666667,1.875,1.8125,1.80952380952381,1.85714285714286,1.9,1.92982456140351,0,3,6,8,16,21,28,40,47,57,1813.5201001931,8971.42993224887,13.7375,75.4337,0.053721541,"5","3",23,53
"B227",-0.238164797860301,0.108980268708735,1.25,1.33333333333333,1.36363636363636,1.33333333333333,1.5,1.6,1.6875,1.89473684210526,1.90909090909091,4,6,11,12,14,15,16,19,20,22,1601.88078896794,5580.21332321828,5.99261,76.8308,0.835360552,"5","3",17,54
"B228",-0.500691443388067,0.285019051007802,2.5,2.25,2,1.94444444444444,2,2.17948717948718,2.17647058823529,2.3,2.18181818181818,2,4,9,18,27,39,51,59,69,76,2114.30557031836,15476.814163112,110.244,76.0572,0.973606396,"5","3",7,48
"B229",-0.314605203584174,0.0904973433107424,NA,2,1.875,1.82352941176471,2.07142857142857,2.27027027027027,2.37254901960784,2.35,2.24705882352941,0,4,8,17,28,37,50,59,75,82,1604.60124834906,10397.6281192772,130.254,79.8533,0.644457328,"5","3",18,56
"B23",-0.386894434805819,0.117464039355003,NA,2,2,2.08333333333333,2,2.12121212121212,2.22222222222222,2.19672131147541,2.18823529411765,0,1,6,12,22,33,45,61,71,83,3224.97526254971,10668.9256622291,95.7397,78.3549,0.767850991,"5","3",14,39
"B24",-0.327681874229346,0.123256364068016,1.66666666666667,1.66666666666667,2.16666666666667,2.3125,2.34615384615385,2.39473684210526,2.37254901960784,2.32258064516129,2.25,3,3,6,16,26,37,49,60,71,85,1675.17569817416,9354.93665179185,151.785,86.645,0.776329218,"5","3",16,51
"B25",-0.235285683561546,0.190831131571964,NA,2.33333333333333,2.81818181818182,2.66666666666667,2.46428571428571,2.27906976744186,2.36734693877551,2.234375,2.22727272727273,0,3,11,17,27,42,46,61,75,85,1264.40683375904,7275.36355719928,131.474,90.247,0.823255279,"5","3",10,38
"B26",-0.318900126422251,0.0656622682083592,NA,3,2.8,2.5,2.76190476190476,2.5,2.44186046511628,2.35087719298246,2.17073170731707,0,4,5,12,20,30,41,54,63,79,2209.95388935367,9149.64318925354,175.07,93.462,0.931715951,"5","3",11,52
"B27",-0.277069470547405,0.092485605717375,4,3,3,2.9,2.60869565217391,2.59375,2.37777777777778,2.26785714285714,2.28205128205128,1,4,6,10,21,30,42,53,66,74,1480.41540624684,7922.33187361315,162.547,97.0016,0.925097754,"5","3",24,58
"B28",-0.0797457974579715,0.270678530631837,3,2.66666666666667,2.4,2.4,2.72222222222222,2.4,2.33333333333333,2.29824561403509,2.25609756097561,1,3,5,10,17,28,39,53,62,76,768.593162038364,8626.4948101665,177.248,104.666,0.763865869,"5","2",7,32
"B29",0.156050955413968,1.09770098951025,NA,2,2.33333333333333,2.88888888888889,2.57142857142857,2.59090909090909,2.32352941176471,2.26530612244898,2.30769230769231,0,3,6,8,13,21,32,46,63,72,863.539224689826,8422.5193569122,206.214,105.125,0.915858212,"5","2",3,13
"B3",-0.258168785501758,0.0649191296127217,3.5,2,1.71428571428571,1.95,1.85714285714286,1.79411764705882,1.92105263157895,2.02083333333333,2.17241379310345,1,6,13,18,25,31,34,44,48,53,1058.21368689835,4281.10622971099,9.07032,108.452,0.847297166,"5","2",13,59
"B30",-0.429754555036891,0.167227726639251,NA,2.25,2.2,2.71428571428571,2.58333333333333,2.45,2.35294117647059,2.34042553191489,2.2962962962963,0,4,5,6,11,19,33,44,56,75,785.045534699282,8101.11163177239,220.693,107.801,0.752989437,"5","2",10,47
"B31",-0.156339227571006,0.160815973513022,NA,2,2.33333333333333,2.36363636363636,2.23529411764706,2,1.93333333333333,2.21428571428571,2.18292682926829,0,1,6,11,17,29,42,50,63,75,1474.22939169593,8152.95105382567,169.085,117.058,0.537696988,"5","2",13,48
"B32",-0.316844004729009,0.22759074592687,NA,2,2.33333333333333,2.22222222222222,2.16666666666667,2.19047619047619,2.08333333333333,2.13207547169811,2.15555555555556,0,1,3,9,12,21,34,49,63,81,1076.4114075508,6318.23392159734,206.022,118.144,0.746827403,"5","1",8,49
"B33",-0.160007911392405,0.150191465321406,NA,2.66666666666667,2.2,2.16666666666667,2,2.19047619047619,1.97435897435897,2.08928571428571,2.0752688172043,0,3,5,6,14,19,36,51,73,83,1512.49187086429,5436.62692638416,166.378,122.809,0.628709828,"5","1",8,58
"B34",-0.100345078096622,0.159159255882307,4,2.66666666666667,2.5,2.3,1.94444444444444,2.12903225806452,2,1.98305084745763,2.23809523809524,1,3,4,9,17,28,38,54,59,73,492.432438844349,7348.23649699372,153.088,121.013,0.556756738,"5","1",10,41
"B35",-0.0955114822546964,0.230717762259707,NA,3,2.2,2.22222222222222,2.07692307692308,2.16666666666667,2.05,1.96428571428571,2.12087912087912,0,2,5,9,13,22,37,52,66,82,909.553581553511,7031.63208028198,186.823,120.697,0.66066881,"5","1",7,47
"B36",-0.248972783857451,0.133982106088846,2,2.66666666666667,2.25,1.92307692307692,2.09090909090909,2.07692307692308,2.04761904761905,1.94444444444444,2.16470588235294,1,3,4,12,19,23,38,50,60,74,1272.50095118023,8529.76379738882,125.813,123.206,0.48360017,"5","1",16,54
"B37",-0.493905411994146,0.145360408567194,NA,1.33333333333333,2.16666666666667,2.33333333333333,2.11111111111111,2.21428571428571,2.30232558139535,2.16071428571429,1.96212121212121,0,3,5,10,16,24,36,49,78,119,1336.16595917084,6350.23797537119,111.309,128.55,0.49825623,"5","1",4,29
"B38",-0.314793210056585,0.159400788882301,2,1.5,2.2,2.25,2.21052631578947,2.38709677419355,2.29545454545455,2.2258064516129,2.02205882352941,1,4,4,10,17,26,37,52,88,121,578.307808297221,7986.68121408757,103.325,129.563,0.569783071,"5","1",11,49
"B39",-0.218269599203005,0.0857173433120663,3,2.5,1.85714285714286,2.38461538461538,2.68,2.38888888888889,2.29090909090909,2.10714285714286,2.02272727272727,1,3,6,10,19,30,45,72,99,118,873.609906936064,9090.95614399623,81.7945,131.365,0.629287837,"5","1",14,57
"B4",-0.571211498973307,0.0987757047067079,1,1.75,1.88888888888889,1.8125,1.72727272727273,1.82758620689655,1.82857142857143,1.79487179487179,2.13461538461538,1,4,8,14,20,26,32,36,36,46,481.659094569273,9824.58397603751,1.48104,112.48,0.245757432,"5","2",9,50
"B40",-0.540618955512574,0.0838622911816738,5,2,2.27272727272727,2.9,2.58620689655172,2.31372549019608,2.16666666666667,2.13265306122449,2.0381679389313,0,4,9,14,22,41,67,84,102,117,1067.10932431836,6156.4783976681,62.9635,133.583,0.770553292,"5","1",4,43
"B42",-0.455136540962292,0.331291237613217,1,3.09090909090909,3.0625,2.44736842105263,2.32758620689655,2.27397260273973,2.18604651162791,2.07692307692308,2.05343511450382,1,7,11,30,48,61,73,91,105,116,605.349833785323,7103.37358201702,65.4062,137.124,0.965903236,"5","1",5,30
"B43",-0.244385026737969,0.119729204881868,NA,2.5,1.77777777777778,2.25,2.53571428571429,2.31707317073171,2.19047619047619,2.1063829787234,2.02255639097744,0,3,8,14,22,34,53,81,100,119,661.36076715868,6485.66930268136,94.6471,131.664,0.663534575,"5","1",12,56
"B45",-0.171336701883326,0.1868807736201,NA,2,2.21428571428571,1.88,2.11111111111111,2.02127659574468,2.08695652173913,2.11458333333333,2.10526315789474,0,4,12,23,31,41,60,84,103,119,380.309542568401,5542.91409177603,129.828,131.62,0.990412327,"5","1",5,38
"B46",-0.174736719951263,0.152685410200173,NA,2,2.2,1.83333333333333,1.75,1.91891891891892,1.76785714285714,2.01470588235294,2.12037037037037,0,1,5,12,23,35,54,61,70,96,1067.29671948322,6382.05155383993,176.081,126.948,0.980635173,"5","1",10,58
"B47",-0.209350434422839,0.0851738714060999,2,1.5,2,2,1.89285714285714,2.23255813953488,2.09677419354839,2.07865168539326,2.06060606060606,1,2,9,18,26,36,54,78,99,118,551.74373838352,6484.45556997944,123.872,130.817,0.916680368,"5","1",4,53
"B48",-0.0802465387418019,0.0815671457759576,NA,1.66666666666667,2.5,2,2.18181818181818,2.08823529411765,2.11538461538462,2.07352941176471,2.07258064516129,0,3,5,12,20,31,46,60,85,110,915.027045955387,4796.34982549233,138.533,128.495,0.843455208,"5","1",9,59
"B49",-0.18062368605466,0.0826232201147045,NA,1,1.83333333333333,2,2.125,2,2,1.92647058823529,2.08333333333333,0,1,6,9,15,28,44,62,72,85,1129.48526732624,6941.7667099405,172.828,125.55,0.954533711,"5","1",16,59
"B5",0.0170340681362742,0.0977849938623112,1.33333333333333,1.33333333333333,1.28571428571429,1.7,1.8,1.68181818181818,1.72413793103448,2.05714285714286,2.17460317460317,3,3,7,9,13,20,27,30,38,52,221.232948118355,22670.9464288266,1.43621,117.191,0.07734548,"5","2",12,57
"B51",-0.291275229148096,0.135178887016912,NA,2,2.33333333333333,2.33333333333333,2.06666666666667,2.04761904761905,2.3030303030303,2.11111111111111,2.10526315789474,0,1,3,6,15,21,31,42,64,86,667.402303083087,9186.40073846458,222.371,119.186,0.934316501,"5","1",14,56
"B52",-0.122311294547185,0.199030586245485,NA,2,1.66666666666667,2,1.92857142857143,2.09090909090909,2.19354838709677,2.15384615384615,1.95121951219512,0,1,3,8,14,22,29,36,57,76,1081.1272995593,8214.48540585246,230.945,119.266,0.601126222,"5","1",8,39
"B53",-0.0601546212647679,0.132258484861112,NA,1.5,2,2.1,2,2.21052631578947,2.23076923076923,2.13513513513514,1.95652173913043,0,2,3,10,15,17,24,35,50,66,1759.81445046887,8449.21973921277,193.478,117.041,0.75300207,"5","2",11,54
"B54",-0.367936712948017,0.214211812316371,NA,2,2,1.9,1.84210526315789,1.67741935483871,1.77551020408163,1.79310344827586,2.1125,0,4,7,10,19,31,47,55,66,72,1240.90502677206,12542.5045073015,231.635,123.14,0.771806619,"5","1",12,48
"B55",0.0851996105160691,0.130704905147603,NA,2,2,1.73333333333333,1.80645161290323,1.68181818181818,1.69090909090909,2,2.15238095238095,0,2,6,15,30,42,53,59,72,93,918.716056764533,6594.52516232501,187.439,126.775,0.965959697,"5","1",3,33
"B56",-0.0240612892889392,0.119535215119286,2,2,1.85714285714286,1.63157894736842,1.55882352941176,1.6530612244898,1.67924528301887,1.98484848484848,2.0990099009901,1,2,7,19,34,47,51,62,68,91,872.162194021512,8510.66446722703,204.673,126.344,0.980122212,"5","1",10,55
"B57",-0.318035250289579,0.0956122364473632,2,2,2.14285714285714,2,1.65384615384615,1.51351351351351,1.625,1.83870967741935,2.15,1,3,7,13,26,37,47,59,67,71,728.388481707312,6384.93169664212,230.378,123.92,0.907594372,"5","1",8,56
"B58",-0.0759622671091476,0.142079666981444,2,2.2,1.90909090909091,1.84615384615385,1.6875,1.66666666666667,1.65853658536585,1.71698113207547,2.05405405405405,2,5,11,13,16,29,40,52,59,69,1439.3058571521,6968.8282978725,214.643,121.838,0.999950942,"5","2",10,58
"B59",-0.485256173977149,0.080817976161281,2,2.2,1.9,1.84615384615385,1.9375,1.86363636363636,1.66666666666667,1.75,2.05405405405405,1,5,10,13,15,21,35,47,57,69,996.994965127145,7062.31020460026,196.662,120.766,0.999449174,"5","2",5,42
"B60",-0.369937694704047,0.133251852476625,1,1.5,1.875,1.88888888888889,1.92857142857143,1.85,1.90625,1.97619047619048,2.01428571428571,1,2,8,9,13,19,30,40,60,67,1783.08016654477,19211.9742524876,157.789,118.538,0.978111298,"5","2",7,55
"B62",0.105800922874094,0.244144321139917,1,1.33333333333333,1.57894736842105,1.64,1.64516129032258,1.72727272727273,1.88888888888889,1.87096774193548,2.12244897959184,1,3,19,25,31,44,54,62,74,90,1831.07956357393,34553.2354293271,235.376,126.175,0.999138111,"5","1",5,52
"B62A",-0.267470175681177,0.104085454511993,NA,1.33333333333333,1.6,1.6,1.6551724137931,1.89473684210526,1.9,1.96825396825397,2,0,3,10,20,29,38,50,61,71,77,7225.2271853697,43303.19492988,206.725,123.152,0.873318576,"5","2",20,53
"B63",-0.287707541508303,0.0744523667537838,1,1.09090909090909,1.36842105263158,1.61538461538462,1.62857142857143,1.6046511627907,1.7843137254902,1.96923076923077,2.15929203539823,1,11,19,26,35,43,51,63,78,103,1846.31066070683,21887.8802221358,262.209,128.123,0.995583291,"5","1",22,58
"B64",-0.224241214057505,0.206443441245887,NA,1.57142857142857,1.375,1.4,1.56410256410256,1.76470588235294,1.9,2.14666666666667,2.19834710743802,0,7,16,30,38,49,56,67,86,108,618.784084536601,9173.2992874122,200.731,128.54,0.999635897,"5","1",7,45
"B65",0.0639093568334171,0.0994542423066763,NA,1.66666666666667,1.46666666666667,1.42857142857143,1.48648648648649,1.69387755102041,1.81666666666667,2.08695652173913,2.1864406779661,0,6,15,28,37,47,57,62,80,106,584.728382194415,16782.9402606298,203.222,128.08,0.999544611,"5","1",15,55
"B66",-0.0587915078933033,0.142133377997702,1.5,1.5,1.42105263157895,1.5,1.63888888888889,2.0377358490566,2.125,2.07,2.12121212121212,2,8,19,31,34,46,64,91,103,119,499.201552508399,13231.7120428641,172.722,131.221,0.989731524,"5","1",12,58
"B67",-0.349376452178861,0.131598770529651,1.66666666666667,1.36363636363636,1.9,1.96153846153846,2.16666666666667,2.11111111111111,2.06666666666667,2.17757009345794,2.10948905109489,3,11,18,23,40,63,80,94,112,122,3321.0903971903,12437.1491371627,144.109,133.814,0.826851928,"2","1",10,48
"B69",-0.239954311152768,0.117132879342558,5,3.18181818181818,2.48275862068966,2.41304347826087,2.46551724137931,2.29333333333333,2.25609756097561,2.16842105263158,2.03968253968254,0,7,23,37,46,62,69,82,97,112,1344.81076438632,12748.1372280805,43.5732,139.73,0.885909878,"3","1",13,58
"B7",-0.318555875177512,0.10323766363346,NA,1.71428571428571,1.7,1.8125,1.73913043478261,1.75862068965517,1.87878787878788,1.91891891891892,2.09375,0,6,9,14,21,27,30,33,40,56,1037.12521979958,8881.01435449882,37.2354,118.817,0.410594725,"5","2",15,52
"B70",-0.229425384129657,0.109596537709677,5,3.66666666666667,2.45833333333333,2.35135135135135,2.49056603773585,2.38461538461538,2.22619047619048,2.17582417582418,2.06666666666667,0,4,19,30,41,52,71,78,88,106,619.980037053698,10591.9083506391,17.983,139.687,0.900112813,"3","1",16,55
"B71",-0.187929795750796,0.115111011862739,2.5,2.75,3.41666666666667,3.0952380952381,2.47727272727273,2.26153846153846,2.21794871794872,2.18556701030928,2.04065040650406,2,3,7,13,34,54,65,83,98,109,686.921979022489,6203.97040015244,21.5165,136.459,0.926837593,"5","1",11,52
"B72",-0.0768000000000066,0.19937475600821,NA,3.75,3.2,2.69230769230769,2.6,2.38297872340426,2.23287671232877,2.16091954022989,2.06451612903226,0,2,3,9,18,38,61,74,87,109,839.963900007308,6551.77480407288,22.9813,133.358,0.833508009,"5","1",8,39
"B76",-0.0912027708857166,0.13690624866931,3,2,2.2,2.16666666666667,2.36363636363636,2.53333333333333,2.3125,2.29545454545455,2.28205128205128,1,3,5,6,10,14,31,42,57,71,1025.31324708927,10637.2165740321,223.618,111.105,0.717810429,"5","2",18,52
"B77",-0.186926905947079,0.0949612939632744,NA,NA,1.5,2.42857142857143,2.5,2.375,2.29166666666667,2.33333333333333,2.20408163265306,0,0,2,6,10,14,22,28,32,47,931.299109268817,7727.82626872048,142.733,111.247,0.99890259,"5","2",14,45
"B78",-0.100459242250284,0.119381258984028,NA,1.5,2,2.22222222222222,2.07692307692308,2.27777777777778,2.19047619047619,2.11111111111111,1.98214285714286,0,2,3,8,12,16,19,25,34,54,1903.40847731475,9979.02046720255,138.945,113.991,0.951014439,"5","2",7,50
"B79",-0.275711862893868,0.127027021159273,NA,NA,1,2.4,2.2,2.28571428571429,2.1,2.03448275862069,2.15789473684211,0,0,1,4,9,12,18,27,43,54,1626.15295136021,23049.4023281977,104.775,114.322,0.76044337,"5","1",16,45
"B79A",-0.647754137115843,0.395268874813817,NA,1,1,2.16666666666667,2.18181818181818,2.21428571428571,2.08333333333333,1.89189189189189,2.11666666666667,0,1,1,5,10,12,22,35,51,57,3969.12971225043,17426.6164511784,121.813,115.635,0.824281362,"2","1",5,28
"B8",-0.261477918670746,0.120023480802622,1,2,1.7,1.8695652173913,1.84615384615385,1.87878787878788,1.97058823529412,1.92857142857143,2.046875,1,3,9,21,24,30,30,37,46,57,1032.3919981271,10252.2270953141,70.1751,119.277,0.862348466,"5","2",11,56
